Week,Store,Contact id,first_name,Manager,Operations,Site,QA login,Contact Reason,Medium,Handle Team,Annotations,Policy Adherence,impact,opportunity
4,COM,973246350-3,Joelly,Tuckie,Phil,Pune,Himabindu,WMS,E,Ours,Invalid,Deviated,IMPACT3,3400 Mariners Cove Court
3,COM,941785228-0,Nannette,Henrieta,Berthe,Pune,Saugata,NC,V,Ours,Invalid,Deviated,IMPACT3,41568 Doe Crossing Junction
2,COM,592197960-0,Berkley,Candra,Eugenia,London,Ruturaj,WMS,C,Ours,Invalid,Deviated,IMPACT5,923 Hazelcrest Avenue
5,COM,352432241-7,Danika,Mathias,Berthe,Pune,Himabindu,IM,C,Ours,Valid,Adhered,,
3,COM,258749046-4,Keefer,Rosetta,Rozalie,Pune,Apoorv,RR,C,Ours,Invalid,Deviated,IMPACT2,47 Continental Trail
1,COM,466410705-6,Moore,Shayne,Alec,London,Divya,RR,E,Ours,Invalid,Deviated,IMPACT3,1972 Scott Pass
5,COM,002393007-1,Sumner,Brittne,Nevile,Pune,Shiva,PM,C,Ours,Invalid,Deviated,IMPACT2,8 Forest Lane
3,COM,566125662-0,Tadio,Chas,Filippo,New York,Shiva,NC,V,Ours,Valid,Adhered,,
2,COM,555787231-0,Maryanna,Antone,Philbert,Pune,Nagaraju,PM,C,Ours,Invalid,Deviated,IMPACT4,224 Union Drive
4,COM,573292522-8,Maitilde,Lexi,Stormie,Pune,Saugata,PM,V,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
4,COM,385560255-7,Forster,Dicky,Eugenia,New York,Shiva,MDR,C,Ours,Invalid,Deviated,IMPACT4,00 Mayfield Lane
4,CA,135896134-4,Wynne,Augusta,Betsey,Sydney,Saugata,RR,V,Ours,Invalid,Deviated,IMPACT5,5 Saint Paul Crossing
4,CA,311170758-X,Kelcey,Devinne,Theodosia,Pune,Shiva,IM,V,Ours,Invalid,Deviated,IMPACT2,3 American Trail
3,COM,968729949-5,Parrnell,Tuckie,Phil,Pune,Divya,RR,C,Ours,Invalid,Deviated,IMPACT5,1972 Scott Pass
2,COM,257503099-4,Peyton,Alvin,Rip,New York,Shiva,NC,C,Ours,Invalid,Deviated,IMPACT4,1105 Bowman Trail
4,COM,971607089-6,Robinetta,Harmonia,Alejandrina,Pune,Sandeep,RR,V,Ours,Valid,Adhered,,
3,COM,565928921-5,Welby,Alvin,Rip,New York,Nagaraju,WMS,E,Ours,Valid,Adhered,,
2,COM,405495902-4,Cally,Osbourne,Alastair,Sydney,Sandeep,NC,E,Ours,Valid,Adhered,,
1,COM,968739588-5,Rich,Garrik,Ardelia,Pune,Nagaraju,MDR,C,Ours,Invalid,Deviated,IMPACT3,1972 Scott Pass
1,COM,963890708-8,Vick,Kamila,Stormie,Pune,Apoorv,PM,C,Ours,Invalid,Deviated,IMPACT5,254 Nelson Trail
1,COM,044818805-8,Sunshine,Augusta,Betsey,Sydney,Himabindu,RR,E,Ours,Invalid,Deviated,IMPACT5,4 Vermont Plaza
2,COM,571895193-4,Elli,Malcolm,Eugenia,New York,Shiva,DNR,E,Others,Invalid,Deviated,IMPACT1,3 American Trail
3,COM,218646990-1,Elonore,Jemmy,Tatiana,Sydney,Saugata,PM,V,Ours,Invalid,Deviated,IMPACT4,37188 Karstens Pass
4,COM,768845868-4,Marnia,Clemente,Axe,London,Saugata,PM,V,Ours,Invalid,Deviated,IMPACT3,4 Nobel Park
3,COM,174779094-X,Selby,Ives,Philbert,Pune,Priyanka,PM,V,Ours,Invalid,Deviated,IMPACT2,628 Fulton Junction
3,COM,315020709-6,Billie,Ole,Lorenza,New York,Saugata,WMS,V,Ours,Invalid,Deviated,IMPACT2,7 Eagle Crest Plaza
4,COM,566336607-5,Edd,Chas,Filippo,New York,Shiva,PM,V,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
4,COM,912058482-2,Genvieve,Corrie,Martguerita,New York,Nagaraju,NC,E,Ours,Invalid,Deviated,IMPACT5,1105 Bowman Trail
1,COM,651852919-9,Andie,Jeramey,Filippo,New York,Sandeep,IM,V,Ours,Invalid,Deviated,IMPACT4,66 Dovetail Trail
4,COM,715872035-7,Ken,Janith,Alec,Pune,Apoorv,MDR,C,Ours,Invalid,Deviated,IMPACT4,1 Hintze Hill
4,COM,985469069-5,Pattin,Candra,Eugenia,London,Shiva,NC,E,Ours,Invalid,Deviated,IMPACT1,185 Hayes Point
1,COM,948473508-8,Lexi,Henrieta,Berthe,Pune,Saugata,WMS,E,Ours,Valid,Adhered,,
1,COM,576628041-6,Rosalie,Harmonia,Alejandrina,Pune,Sandeep,MDR,E,Others,Invalid,Deviated,IMPACT1,598 Spenser Road
3,COM,716312337-X,Clea,Candra,Eugenia,London,Shiva,NC,V,Ours,Invalid,Deviated,IMPACT2,7 Ruskin Trail
3,COM,738897582-9,Rafaelita,Codee,Martguerita,New York,Ruturaj,NC,C,Ours,Valid,Adhered,,
3,COM,920790741-0,Derick,Sterne,Theodosia,New York,Sandeep,RR,E,Ours,Invalid,Deviated,IMPACT3,875 Declaration Avenue
2,CA,794572114-1,Meryl,Janith,Alec,Pune,Suruchi,WMS,V,Ours,Invalid,Deviated,IMPACT5,690 Hazelcrest Point
2,COM,201600352-9,Derwin,Hestia,Axe,Pune,Himabindu,DNR,E,Ours,Invalid,Deviated,IMPACT2,6 Cordelia Junction
4,COM,536720038-9,Gibbie,Harrison,Liz,London,Himabindu,DNR,V,Ours,Valid,Adhered,,
4,COM,707148791-X,Amber,Lexi,Stormie,Pune,Himabindu,PM,V,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
3,COM,262936112-8,Shawn,Maddie,Ardelia,Pune,Priyanka,RR,C,Ours,Invalid,Deviated,IMPACT3,3400 Mariners Cove Court
4,COM,021179267-5,Brantley,Zaneta,Philbert,Pune,Shiva,WMS,V,Ours,Invalid,Deviated,IMPACT4,5284 Bunting Circle
3,COM,399713420-0,Barris,Harrison,Liz,London,Saugata,RR,E,Ours,Invalid,Deviated,IMPACT5,875 Declaration Avenue
3,COM,947136048-X,Nalani,Clementina,Filippo,Pune,Shiva,RR,E,Ours,Invalid,Deviated,IMPACT1,79 Park Meadow Place
4,COM,977582430-3,Delilah,Tony,Stormie,Pune,Himabindu,WMS,C,Others,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
2,COM,185862045-7,Reinhard,Gardiner,Stormie,Pune,Divya,PM,E,Ours,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
5,COM,413086463-7,Benjamen,Rosetta,Rozalie,Pune,Saugata,MDR,C,Others,Valid,Adhered,,
1,COM,274500168-X,Christiana,Teriann,Rip,Pune,Sandeep,NC,C,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
4,COM,510859288-4,Angelica,Nicolea,Lorenza,New York,Saugata,RR,E,Ours,Invalid,Deviated,IMPACT5,579 Farmco Hill
5,COM,730268233-X,Sonny,Ara,Carlina,New York,Divya,MDR,C,Ours,Invalid,Deviated,IMPACT1,37188 Karstens Pass
1,COM,353160639-5,Genny,Malcolm,Eugenia,New York,Nagaraju,PM,E,Ours,Invalid,Deviated,IMPACT5,5 Magdeline Place
4,COM,828305027-3,Wells,Maddie,Ardelia,Pune,Priyanka,NC,C,Ours,Invalid,Deviated,IMPACT3,37188 Karstens Pass
5,COM,571409433-6,Rudd,Ryon,Tawnya,Sydney,Sandeep,DNR,C,Ours,Invalid,Deviated,IMPACT2,7886 Weeping Birch Center
3,COM,498751063-4,Suellen,Ole,Lorenza,New York,Apoorv,DNR,E,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
3,COM,331707203-2,Gibb,Edwin,Philbert,New York,Ruturaj,RR,E,Ours,Invalid,Deviated,IMPACT3,2989 Golf View Way
3,COM,590656366-0,Layla,Carmita,Philbert,Sydney,Nagaraju,MDR,C,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
2,CA,972796258-0,Enrika,Maddie,Ardelia,Pune,Nagaraju,RR,V,Ours,Invalid,Deviated,IMPACT5,00 Mayfield Lane
3,COM,197788688-4,Cheston,Devinne,Theodosia,Pune,Sandeep,RR,E,Others,Invalid,Deviated,IMPACT4,2745 Nova Lane
4,COM,862099731-9,Basilio,Carmita,Philbert,Sydney,Shiva,NC,V,Ours,Invalid,Deviated,IMPACT3,6479 Bunker Hill Place
5,COM,410869669-7,Skyler,Augusta,Betsey,Sydney,Divya,PM,E,Ours,Invalid,Deviated,IMPACT2,60445 Scoville Terrace
2,COM,810527505-8,Cordi,Sterne,Theodosia,New York,Ruturaj,NC,E,Ours,Valid,Adhered,,
4,COM,548825682-2,Neile,Dicky,Eugenia,New York,Nagaraju,DNR,C,Ours,Valid,Adhered,,
3,COM,109349110-8,Marilin,Normand,Axe,Pune,Suruchi,MDR,C,Ours,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
1,COM,437522273-5,Faith,Candra,Eugenia,London,Priyanka,PM,E,Ours,Invalid,Deviated,IMPACT5,189 Sullivan Trail
2,COM,438911985-0,Remington,Teriann,Rip,Pune,Shiva,IM,E,Ours,Valid,Adhered,,
3,COM,435830848-1,Massimo,Sterne,Theodosia,New York,Sandeep,NC,E,Ours,Valid,Adhered,,
2,CA,288179395-9,Linnet,Danny,Sonja,Pune,Saugata,IM,C,Others,Invalid,Deviated,IMPACT1,37188 Karstens Pass
2,COM,733393176-5,Ashli,Henrieta,Berthe,Pune,Divya,NC,V,Ours,Invalid,Deviated,IMPACT1,83995 Farwell Plaza
4,COM,881386507-4,Pavlov,Clementina,Filippo,Pune,Ruturaj,RR,C,Ours,Valid,Adhered,,
4,COM,325115340-4,Gerry,Gardiner,Stormie,Pune,Suruchi,MDR,C,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
4,COM,159054279-7,Nickola,Clemente,Axe,London,Suruchi,RR,E,Ours,Invalid,Deviated,IMPACT2,00 Mayfield Lane
2,COM,411916490-X,Kerrin,Tony,Stormie,Pune,Apoorv,MDR,C,Others,Valid,Adhered,,
2,COM,084452776-9,Francesca,Teriann,Rip,Pune,Priyanka,IM,V,Ours,Invalid,Deviated,IMPACT1,4736 1st Parkway
2,COM,165815721-4,Vivien,Carmita,Philbert,Sydney,Ruturaj,MDR,V,Ours,Valid,Adhered,,
1,COM,517095059-4,Onofredo,Mathias,Berthe,Pune,Saugata,MDR,E,Ours,Invalid,Deviated,IMPACT4,3 American Trail
2,COM,344292661-0,Harland,Caryl,Filippo,New York,Shiva,NC,V,Others,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
1,COM,597487828-0,Hardy,Sterne,Theodosia,New York,Shiva,DNR,V,Ours,Valid,Adhered,,
5,COM,574339166-1,Lammond,Normand,Axe,Pune,Divya,PM,V,Ours,Invalid,Deviated,IMPACT4,1 Hintze Hill
3,COM,223662387-9,Celestina,Jemmy,Tatiana,Sydney,Himabindu,WMS,C,Ours,Invalid,Deviated,IMPACT4,875 Declaration Avenue
2,COM,878426466-7,Carlene,Danny,Sonja,Pune,Divya,RR,C,Ours,Invalid,Deviated,IMPACT3,3 American Trail
5,COM,080990856-5,Netti,Teriann,Rip,Pune,Priyanka,WMS,E,Ours,Valid,Adhered,,
5,COM,286011921-3,Ransell,Kamila,Stormie,Pune,Saugata,IM,E,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
5,COM,627201498-8,Deonne,Sterne,Theodosia,New York,Nagaraju,WMS,V,Ours,Invalid,Deviated,IMPACT4,77960 Monterey Circle
1,COM,412950843-1,Nevil,Jeramey,Filippo,New York,Priyanka,NC,E,Others,Invalid,Deviated,IMPACT5,3 American Trail
2,COM,767102338-8,Bertie,Harrison,Liz,London,Himabindu,NC,V,Ours,Invalid,Deviated,IMPACT5,1972 Scott Pass
1,COM,180075315-2,Katherine,Beryle,Lorenza,New York,Apoorv,IM,V,Ours,Invalid,Deviated,IMPACT4,1972 Scott Pass
3,COM,039999084-4,Felecia,Tuckie,Phil,Pune,Apoorv,WMS,C,Ours,Invalid,Deviated,IMPACT1,78506 Hazelcrest Drive
4,COM,364473935-8,Stillmann,Jeramey,Filippo,New York,Shiva,MDR,V,Ours,Invalid,Deviated,IMPACT2,6 Mcguire Junction
2,COM,069258746-2,Annaliese,Dew,Darnell,New York,Priyanka,IM,V,Ours,Valid,Adhered,,
1,COM,929692083-3,Nicolas,Maddie,Ardelia,Pune,Sandeep,RR,E,Ours,Invalid,Deviated,IMPACT1,5 Bay Way
2,COM,575540006-7,Heriberto,Jeramey,Filippo,New York,Nagaraju,MDR,E,Ours,Invalid,Deviated,IMPACT5,129 Rieder Plaza
3,COM,632784153-8,Danila,Sterne,Theodosia,New York,Ruturaj,WMS,E,Ours,Invalid,Deviated,IMPACT1,3 American Trail
1,COM,552613615-9,Hugo,Sanson,Suzanna,Pune,Sandeep,WMS,E,Ours,Invalid,Deviated,IMPACT5,00 Mayfield Lane
2,COM,481855021-3,Codee,Danny,Sonja,Pune,Divya,RR,E,Ours,Valid,Adhered,,
4,COM,303872734-2,Arne,Chas,Filippo,New York,Priyanka,DNR,V,Ours,Valid,Adhered,,
4,COM,353812364-0,Iolanthe,Codee,Martguerita,New York,Priyanka,NC,V,Ours,Valid,Adhered,,
1,COM,083966565-2,Olivia,Beryle,Lorenza,New York,Suruchi,PM,C,Ours,Valid,Adhered,,
3,COM,974346707-6,Yettie,Ryon,Tawnya,Sydney,Nagaraju,RR,C,Ours,Valid,Adhered,,
3,COM,164441151-2,Boone,Harv,Stormie,Sydney,Divya,PM,C,Ours,Invalid,Deviated,IMPACT4,3494 Eagle Crest Pass
1,COM,684406604-X,Bendicty,Fancy,Lutero,Pune,Himabindu,MDR,C,Ours,Invalid,Deviated,IMPACT5,8 Lake View Plaza
3,COM,311080733-5,Nico,Garrik,Ardelia,Pune,Priyanka,WMS,V,Ours,Invalid,Deviated,IMPACT4,686 Clyde Gallagher Point
1,COM,046564733-2,Marika,Danny,Sonja,Pune,Apoorv,MDR,C,Ours,Valid,Adhered,,
2,COM,186613780-8,Ferdinanda,Brodie,Janna,Pune,Sandeep,RR,C,Ours,Invalid,Deviated,IMPACT4,77 Dunning Hill
4,COM,541965451-2,Gifford,Janith,Alec,Pune,Suruchi,MDR,E,Ours,Invalid,Deviated,IMPACT3,2807 Anthes Lane
4,COM,559792863-5,Leontine,Rosetta,Rozalie,Pune,Himabindu,PM,C,Ours,Invalid,Deviated,IMPACT1,59026 Jenifer Point
3,CA,000548202-X,Armstrong,Chas,Filippo,New York,Nagaraju,NC,V,Ours,Invalid,Deviated,IMPACT5,4307 Mccormick Crossing
2,COM,786365925-6,Aldus,Kamila,Stormie,Pune,Suruchi,MDR,V,Ours,Valid,Adhered,,
3,COM,650441353-3,Allianora,Fancy,Lutero,Pune,Himabindu,MDR,E,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
1,COM,419606071-4,Ogdon,Damiano,Alejandrina,Sydney,Sandeep,RR,C,Others,Invalid,Deviated,IMPACT2,1 Hintze Hill
1,COM,524066960-0,Fawne,Tuckie,Phil,Pune,Suruchi,DNR,C,Others,Valid,Adhered,,
3,COM,762089350-4,Mella,Carmita,Philbert,Sydney,Priyanka,RR,V,Ours,Invalid,Deviated,IMPACT4,6 Talmadge Drive
1,COM,467805574-6,Klemens,Augusta,Betsey,Sydney,Saugata,PM,V,Ours,Invalid,Deviated,IMPACT2,4736 1st Parkway
4,COM,979648738-1,Harriett,Gardiner,Stormie,Pune,Saugata,MDR,C,Ours,Invalid,Deviated,IMPACT5,3 American Trail
2,COM,004749079-9,Gail,Damiano,Alejandrina,Sydney,Shiva,IM,V,Ours,Invalid,Deviated,IMPACT2,579 Farmco Hill
5,COM,164305262-4,Chicky,Jeramey,Filippo,New York,Shiva,RR,C,Others,Invalid,Deviated,IMPACT2,48066 Jenna Avenue
2,COM,887604442-6,Herminia,Shantee,Sonja,Pune,Saugata,RR,V,Ours,Invalid,Deviated,IMPACT1,5 Kedzie Trail
4,COM,886170912-5,Haleigh,Shayne,Alec,London,Suruchi,NC,E,Ours,Valid,Adhered,,
4,COM,786748235-0,Ashlen,Clemente,Axe,London,Divya,PM,C,Ours,Invalid,Deviated,IMPACT3,7 Duke Road
2,COM,103031799-2,Lonnie,Ara,Carlina,New York,Divya,DNR,V,Ours,Invalid,Deviated,IMPACT1,67 Pleasure Point
3,COM,356282602-8,Gillian,Shantee,Sonja,Pune,Divya,PM,V,Ours,Invalid,Deviated,IMPACT1,65 Montana Circle
2,COM,111286263-3,Niki,Sanson,Suzanna,Pune,Nagaraju,WMS,E,Ours,Valid,Adhered,,
4,COM,173114983-2,Gregoor,Codee,Martguerita,New York,Nagaraju,WMS,C,Ours,Valid,Adhered,,
1,COM,178383545-1,Buffy,Kirby,Alec,Sydney,Saugata,RR,E,Ours,Valid,Adhered,,
2,COM,381484222-7,Justine,Ara,Carlina,New York,Suruchi,RR,C,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
4,COM,714342608-3,Margret,Jeramey,Filippo,New York,Sandeep,IM,C,Ours,Valid,Adhered,,
2,COM,008045987-0,Kendall,Harv,Stormie,Sydney,Himabindu,RR,C,Ours,Valid,Adhered,,
2,COM,114664687-9,Alisha,Lexi,Stormie,Pune,Divya,NC,C,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
4,COM,567361562-0,Barbaraanne,Garrik,Ardelia,Pune,Sandeep,WMS,C,Ours,Valid,Adhered,,
1,COM,929439095-0,Opal,Ryon,Tawnya,Sydney,Ruturaj,NC,C,Ours,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
3,COM,748282175-9,Rania,Shayne,Alec,London,Divya,PM,C,Ours,Invalid,Deviated,IMPACT2,6 Graceland Center
4,COM,386050850-4,Remy,Nicolea,Lorenza,New York,Himabindu,WMS,E,Ours,Invalid,Deviated,IMPACT4,77 Manitowish Alley
1,COM,920699756-4,Beltran,Brittne,Nevile,Pune,Ruturaj,IM,E,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
2,COM,316839356-8,Karmen,Durant,Malinda,London,Suruchi,WMS,V,Ours,Valid,Adhered,,
3,COM,522790073-6,Pippa,Jemmy,Tatiana,Sydney,Apoorv,DNR,E,Ours,Invalid,Deviated,IMPACT3,3 American Trail
2,COM,077897921-0,Charley,Raynard,Tatiana,Pune,Himabindu,PM,V,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
2,COM,887010283-1,Keri,Malcolm,Eugenia,New York,Shiva,MDR,V,Ours,Invalid,Deviated,IMPACT1,14 Novick Place
4,CA,164934140-7,Gerrard,Fancy,Lutero,Pune,Divya,MDR,V,Ours,Invalid,Deviated,IMPACT5,00 Mayfield Lane
5,COM,778540087-3,Kerk,Kamila,Stormie,Pune,Himabindu,RR,C,Ours,Valid,Adhered,,
4,COM,957312274-X,Carmita,Valma,Betsey,Sydney,Apoorv,WMS,E,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
2,COM,192462449-4,Dorice,Ara,Carlina,New York,Suruchi,PM,E,Ours,Invalid,Deviated,IMPACT3,1972 Scott Pass
3,COM,043602554-X,Cordelia,Brittne,Nevile,Pune,Sandeep,PM,V,Ours,Invalid,Deviated,IMPACT5,4 Bultman Park
1,CA,387519468-3,Meghann,Ryon,Tawnya,Sydney,Sandeep,PM,V,Others,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
1,COM,268800899-4,Katee,Harrison,Liz,London,Saugata,WMS,E,Ours,Valid,Adhered,,
2,COM,410414139-9,Langsdon,Rosetta,Rozalie,Pune,Suruchi,IM,V,Ours,Invalid,Deviated,IMPACT2,6276 Dovetail Trail
4,COM,029116929-5,Timmi,Brigitta,Ardelia,Sydney,Nagaraju,WMS,E,Ours,Invalid,Deviated,IMPACT2,5 Graceland Place
2,COM,113709779-5,Lillian,Carmita,Philbert,Sydney,Sandeep,DNR,V,Ours,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
3,COM,833902623-2,Clark,Chas,Filippo,New York,Sandeep,IM,E,Ours,Invalid,Deviated,IMPACT4,8555 4th Circle
4,COM,627747119-8,Marabel,Antonin,Martguerita,Pune,Sandeep,PM,V,Ours,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
4,COM,085637201-3,Maddy,Ara,Carlina,New York,Divya,MDR,V,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
1,COM,308203686-4,Brodie,Meghan,Rip,Pune,Priyanka,DNR,E,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
5,COM,219321186-8,Eudora,Garrik,Ardelia,Pune,Sandeep,RR,E,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
4,COM,927742368-4,Arlin,Kamila,Stormie,Pune,Apoorv,MDR,C,Others,Invalid,Deviated,IMPACT4,35 Fremont Center
1,COM,965151588-0,Booth,Caryl,Filippo,New York,Ruturaj,IM,V,Ours,Invalid,Deviated,IMPACT1,264 Prentice Way
3,COM,833812800-7,Willis,Dicky,Eugenia,New York,Ruturaj,PM,C,Ours,Valid,Adhered,,
4,COM,164650161-6,Nilson,Kamila,Stormie,Pune,Divya,DNR,C,Ours,Invalid,Deviated,IMPACT5,508 Pepper Wood Park
2,COM,407287074-9,Shannen,Danny,Sonja,Pune,Himabindu,NC,C,Ours,Invalid,Deviated,IMPACT2,10 Russell Terrace
3,COM,626828940-4,Gail,Tuckie,Phil,Pune,Suruchi,IM,E,Ours,Invalid,Deviated,IMPACT5,923 Hazelcrest Avenue
2,COM,357497996-7,Davina,Chas,Filippo,New York,Ruturaj,DNR,V,Others,Valid,Adhered,,
1,COM,299062985-8,Winnie,Brodie,Janna,Pune,Priyanka,RR,C,Ours,Invalid,Deviated,IMPACT4,00 Mayfield Lane
4,COM,075224361-6,Quinlan,Ame,Rozalie,Pune,Apoorv,NC,E,Ours,Invalid,Deviated,IMPACT2,00 Mayfield Lane
1,COM,920250742-2,Miriam,Codee,Martguerita,New York,Sandeep,WMS,C,Ours,Valid,Adhered,,
1,COM,291593943-8,Frans,Garrik,Ardelia,Pune,Nagaraju,PM,E,Ours,Valid,Adhered,,
1,COM,285944602-8,Joanna,Brittne,Nevile,Pune,Nagaraju,IM,E,Ours,Invalid,Deviated,IMPACT3,1105 Bowman Trail
5,COM,462782196-4,Mano,Rosetta,Rozalie,Pune,Divya,MDR,E,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
3,COM,216989234-6,Nate,Hestia,Axe,Pune,Saugata,WMS,E,Ours,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
5,COM,873597781-7,Herold,Harrison,Liz,London,Suruchi,WMS,E,Ours,Valid,Adhered,,
2,COM,162129587-7,Rufe,Brodie,Janna,Pune,Ruturaj,NC,C,Ours,Invalid,Deviated,IMPACT2,6 Glacier Hill Drive
3,COM,272865836-6,Lynsey,Winnie,Sandye,Pune,Suruchi,DNR,E,Others,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
4,COM,307150137-4,Orsa,Kamila,Stormie,Pune,Divya,IM,E,Ours,Invalid,Deviated,IMPACT1,84268 Mariners Cove Circle
4,COM,011377630-6,Erskine,Valma,Betsey,Sydney,Divya,PM,E,Ours,Valid,Adhered,,
4,COM,455146908-4,Thomasine,Devinne,Theodosia,Pune,Sandeep,WMS,E,Ours,Valid,Adhered,,
1,COM,344056891-1,Drucy,Maddie,Ardelia,Pune,Shiva,IM,V,Ours,Invalid,Deviated,IMPACT4,3 American Trail
2,COM,910461475-5,Rayshell,Janith,Alec,Pune,Divya,IM,E,Ours,Invalid,Deviated,IMPACT2,41415 Caliangt Way
1,COM,280297985-X,Nadya,Alvin,Rip,New York,Shiva,PM,E,Ours,Valid,Adhered,,
5,COM,915431978-1,Tan,Brigitta,Ardelia,Sydney,Ruturaj,DNR,V,Ours,Invalid,Deviated,IMPACT4,00 Mayfield Lane
3,CA,807282099-0,Tan,Sterne,Theodosia,New York,Shiva,NC,V,Ours,Invalid,Deviated,IMPACT3,690 Hazelcrest Point
1,CA,641682905-3,Rockie,Nicolea,Lorenza,New York,Apoorv,NC,V,Ours,Valid,Adhered,,
1,COM,858438685-8,Thorsten,Ryon,Tawnya,Sydney,Sandeep,IM,C,Others,Invalid,Deviated,IMPACT1,3400 Mariners Cove Court
4,COM,584823313-6,Sindee,Chas,Filippo,New York,Sandeep,MDR,E,Others,Valid,Adhered,,
5,COM,963201178-3,Ingram,Ryon,Tawnya,Sydney,Shiva,RR,E,Ours,Valid,Adhered,,
3,COM,464873506-4,Klemens,Ole,Lorenza,New York,Saugata,PM,C,Ours,Invalid,Deviated,IMPACT2,489 Village Alley
5,CA,058344749-X,Brianna,Harv,Stormie,Sydney,Apoorv,MDR,V,Ours,Invalid,Deviated,IMPACT2,554 Del Mar Place
2,COM,351844415-8,Marlane,Dicky,Eugenia,New York,Shiva,WMS,V,Ours,Valid,Adhered,,
2,COM,170230400-0,Kirbee,Chas,Filippo,New York,Ruturaj,NC,C,Others,Invalid,Deviated,IMPACT5,59 Spohn Center
4,COM,658106584-6,Lorinda,Marja,Theodosia,Pune,Nagaraju,PM,E,Ours,Invalid,Deviated,IMPACT4,704 Hooker Plaza
4,COM,881915432-3,Bibby,Sanson,Suzanna,Pune,Nagaraju,PM,V,Ours,Invalid,Deviated,IMPACT5,923 Hazelcrest Avenue
2,COM,825437176-8,Jilly,Marja,Theodosia,Pune,Priyanka,DNR,C,Ours,Invalid,Deviated,IMPACT3,2146 Hollow Ridge Parkway
1,COM,520892467-6,Emiline,Winnie,Sandye,Pune,Divya,PM,E,Ours,Invalid,Deviated,IMPACT2,7480 Schlimgen Park
4,COM,344680782-9,Collen,Nicolea,Lorenza,New York,Apoorv,RR,E,Ours,Invalid,Deviated,IMPACT3,1105 Bowman Trail
1,COM,456914335-0,Tobi,Rosetta,Rozalie,Pune,Himabindu,IM,E,Ours,Valid,Adhered,,
5,COM,886540432-9,Zedekiah,Gardiner,Stormie,Pune,Saugata,NC,C,Ours,Invalid,Deviated,IMPACT1,64415 Vermont Court
1,COM,100163837-9,Petey,Sterne,Theodosia,New York,Nagaraju,PM,E,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
4,COM,664295336-3,Dorey,Danny,Sonja,Pune,Divya,RR,C,Others,Valid,Adhered,,
4,COM,662149156-5,Mitch,Tuckie,Phil,Pune,Divya,NC,C,Ours,Valid,Adhered,,
4,COM,569561472-4,Vasili,Janith,Alec,Pune,Apoorv,MDR,V,Ours,Valid,Adhered,,
1,CA,168449793-0,Shirley,Carmita,Philbert,Sydney,Ruturaj,IM,C,Ours,Invalid,Deviated,IMPACT3,4 Prairie Rose Hill
2,COM,739008259-3,Alfreda,Fancy,Lutero,Pune,Divya,DNR,C,Ours,Valid,Adhered,,
3,COM,095590154-5,Karoly,Codee,Martguerita,New York,Nagaraju,NC,V,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
4,COM,424517223-1,Urbano,Gardiner,Stormie,Pune,Apoorv,DNR,V,Ours,Valid,Adhered,,
1,COM,074314375-2,Gardy,Corrie,Martguerita,New York,Ruturaj,IM,E,Ours,Invalid,Deviated,IMPACT1,3 American Trail
2,COM,738484076-7,Germayne,Agathe,Sonja,Pune,Saugata,DNR,V,Others,Valid,Adhered,,
1,COM,187292681-9,Fania,Tony,Stormie,Pune,Himabindu,IM,C,Ours,Invalid,Deviated,IMPACT5,304 Golf Course Circle
3,COM,089851941-1,Tyson,Chas,Filippo,New York,Nagaraju,NC,C,Ours,Invalid,Deviated,IMPACT1,25 Messerschmidt Avenue
4,COM,550856836-0,Sela,Dew,Darnell,New York,Priyanka,MDR,V,Ours,Invalid,Deviated,IMPACT5,60590 Riverside Plaza
